id,renewal,incentives
99146,0.945528204,2008.338674
93878,0.987352547,1722.272757
93845,0.985204982,1530.488178
5364,0.490610536,1849.349357
106612,0.969551958,1940.549138
79928,0.991133354,1949.197426
94761,0.961372199,2229.559137
7126,0.985651952,2024.606539
82176,0.959491411,1936.451302
53475,0.462463535,1650
88108,0.995418691,2199.610446
65166,0.980739787,1150.928109
65378,0.954633234,1709.182522
47119,0.962434015,2015.278596
64338,0.991751587,2281.270173
48872,0.92766807,1506.783286
26061,0.994638759,2146.798356
78191,0.990543449,1948.963562
108224,0.991599889,2026.959409
47646,0.857992315,1103.70602
63423,0.990531501,2026.537864
109453,0.949515282,1833.544539
43299,0.994843631,1851.07145
86879,0.945777342,1832.054821
51882,0.987655145,2089.669886
84497,0.504802299,1761.939015
19699,0.932465807,2217.456479
52164,0.963123222,2015.558837
36055,0.943991923,1701.043954
17844,0.986609331,2279.210966
12006,0.987679283,1947.826084
51731,0.994178708,1950.402515
101823,0.939257181,1928.077535
70611,0.975216056,2084.761086
57291,0.676802518,1877.063045
3315,0.938522831,2005.425297
6841,0.938199913,1829.013475
95636,0.794659352,1765.440609
89508,0.994171272,1850.818538
78357,0.963654603,1938.152246
30363,0.99327026,2091.863839
65880,0.965583828,2016.55766
79166,0.945771182,1705.559107
16883,0.904554389,2055.533207
19400,0.991811153,1533.102488
97846,0.98324999,2142.409087
35938,0.936436097,1698.329399
109739,0.978318955,1718.703062
7542,0.920903299,1503.875516
62506,0.993179911,2198.717871
106686,0.968604458,2017.780211
22500,0.987671881,1722.398335
73566,0.963853693,1839.19512
34462,0.995253939,2092.635687
109,0.98080233,2141.458237
82344,0.98759164,2279.605167
70324,0.987787032,2240.304013
47235,0.994134056,1850.804533
78355,0.969497467,1940.527058
97012,0.945066964,1831.77092
103271,0.994606737,2028.14326
54640,0.98487969,1721.298902
18452,0.929105602,1923.808156
80733,0.902393116,2054.601227
22069,0.954660511,2226.781848
63586,0.989943341,2026.305596
63069,0.986502038,1847.918975
66451,0.965705825,2231.342086
5163,0.993632105,1724.734623
6542,0.993243081,2198.743084
79333,0.992254216,2027.217348
8752,0.991730752,2027.01101
37396,0.993847684,1950.271704
27502,0.910267432,2057.985443
65597,0.981073508,1845.850061
50178,0.974219475,2020.042325
51709,0.856990754,2089.570811
32294,0.974312525,1942.473349
76360,0.990173771,1849.310565
51635,0.994308661,1534.085541
103391,0.390496114,1365.823676
59747,0.652609869,1008.500245
21498,0.962616622,2079.719493
18771,0.986598461,1742.957337
34501,0.938283165,1132.961366
77807,0.94144261,1512.62107
26350,0.918204874,1715.072047
105355,0.908851873,2159.661657
5469,0.99069917,1532.663866
23826,0.474407488,1737.887438
9399,0.989742415,2090.487008
44862,0.949948052,1516.172255
104114,0.989161046,1154.223158
20407,0.934970093,1509.891567
7541,0.994733306,1851.029965
72892,0.964148889,1522.014596
81994,0.991355608,2281.111987
111007,0.991036739,1723.719055
83350,0.992570232,2091.591058
55682,0.972922048,1842.717369
26680,0.989709276,1532.272917
109949,0.974234609,1717.078092
12482,0.988240105,1153.866055
108210,0.990340104,1849.373457
35717,0.993218501,2091.843677
74030,0.964620349,2016.166874
18407,0.874241882,1899.897957
113337,0.902092589,1685.417842
81673,0.97282922,1716.517356
80808,0.99284628,1949.875712
87300,0.990583513,1849.46547
113610,0.992130663,1155.369544
68221,0.98513347,2314.400181
32307,0.992028924,2027.128557
53974,0.979238947,2022.053081
80255,0.93309799,1826.94939
37547,0.969983295,2137.223008
62782,0.991529685,2026.931724
60206,0.990247721,2241.290244
109533,0.994554085,1950.550799
31952,0.50842624,1827.924551
31266,0.978912635,1150.203965
49517,0.94125064,1830.241412
52843,0.939279403,2070.190757
107949,0.957687435,1836.777406
50424,0.907290326,1992.158219
28080,0.989657348,1723.178193
63289,0.794557207,1940.068542
59792,0.931894539,1133.760813
8600,0.989477538,1723.107632
30415,0.990199792,2090.665811
92033,0.970266047,1841.68983
51339,0.95325855,1708.622675
104556,0.9926305,2091.614551
67550,0.981867464,1741.093634
71744,0.89608574,1909.592028
49589,0.971840979,1147.367326
17018,0.906341349,2344.465758
34936,0.724268091,1729.509357
110058,0.994149993,1724.936948
67668,0.97890309,1944.319924
75859,0.989973569,1723.302251
38878,0.960111705,2509.868147
107894,0.988582417,1153.998879
63438,0.985721376,1947.046607
75713,0.99465056,1534.219893
15713,0.970008525,2137.232946
34402,0.972619268,1941.790022
40084,0.991349596,1532.920496
64940,0.947553052,1515.17632
66279,0.990919471,2090.946975
77818,0.963045242,2305.427437
63889,0.989245282,1848.959256
48861,0.988641002,1531.850498
26520,0.977218021,2475.139018
66559,0.993615148,1950.179787
24068,0.522680282,1474.093979
20211,0.962858319,2665.439201
86715,0.98730301,1947.676404
68601,0.992274096,1155.424721
95696,0.974914911,1942.71616
60049,0.986203912,1847.80571
7620,0.918478522,1820.960832
42468,0.982288122,1720.275621
106475,0.972887174,2083.834516
43145,0.991818992,2433.911971
102597,0.988621609,1722.771571
93680,0.962290464,2079.588039
37065,0.910415774,1915.824657
49472,0.977998032,1844.67181
45364,0.768786985,2333.748615
112287,0.966475619,1939.300637
90044,0.944942812,1831.721277
40999,0.980846109,1740.690058
93637,0.994124593,1950.381133
47689,0.991496391,1949.34128
15068,0.988270106,1948.060995
67323,0.973898261,1942.30628
285,0.973235121,1147.931005
76543,0.990836527,2197.781439
52901,0.794483422,2004.823731
10299,0.985765175,1847.638949
8199,0.433827462,1699.60067
10875,0.776511412,1850.729467
36812,0.989346447,2525.612435
110,0.797917308,1860.873473
25682,0.867985455,1690.841312
7331,0.929446514,1923.952286
76947,0.942676915,1134.956765
28303,0.962589104,1838.700795
32212,0.907466651,2056.785298
18692,0.985988598,2239.58165
75865,0.990459397,1532.569212
74466,0.960635072,1837.935445
81378,0.97329418,2083.996621
85492,0.907973637,1124.419457
67992,0.945880375,1705.603959
12527,0.990772805,2145.314817
48212,0.923349119,1693.522571
61180,0.98746272,1722.316087
56340,0.978800992,1718.894387
64227,0.995160992,2092.599559
35539,0.988779933,1722.833756
9233,0.988354096,1848.621687
97645,0.910088354,1499.16853
106742,0.540309458,1614.266833
84955,0.933473818,1134.368522
36443,0.965990222,2397.576988
2970,0.64867443,1371.622401
48583,0.957085955,2184.043886
67490,0.98538696,1946.913314
45242,0.979817437,1944.686685
83608,0.988366476,1848.626379
86807,0.987998737,2025.536636
92793,0.995054299,2351.114047
32458,0.991611955,1849.853937
18258,0.993794341,2146.474875
93246,0.973114646,2019.598295
29747,0.908398406,1992.636882
44469,0.965280775,1713.491508
18998,0.993580872,2282.000104
100686,0.957963625,1519.482988
21670,0.982219083,1720.248324
106701,0.99055149,2090.80324
21844,0.994554947,2028.122901
61174,0.988259245,1531.699414
933,0.990570222,2662.555879
563,0.991374485,1532.930313
90185,0.986044191,1721.757813
29080,0.969024456,2082.292396
32967,0.976670633,1718.048101
110889,0.988093624,1848.522954
54059,0.895981341,2367.976806
86664,0.992081127,2317.180134
72104,0.99479979,2028.219141
82239,0.98556128,1847.561419
59755,0.932788397,1697.003162
1785,0.946063938,1705.679349
36377,0.939541027,1699.450181
73334,0.737470698,1736.519599
26731,0.986637566,2456.127073
78548,0.988500035,1848.676992
54472,0.993373532,1533.717799
70631,0.978039023,1527.628866
44942,0.795832848,1766.01065
54130,0.99223025,1724.186413
11938,0.991121421,1723.752234
15837,0.989125955,1743.949182
64537,0.905573254,1913.729476
65402,0.987133948,1947.609133
18680,0.991251617,2091.076664
69375,0.969577638,1524.220362
71042,0.920722423,2062.431033
69164,0.973835658,2309.836645
19288,0.991968729,2145.774447
17115,0.99216045,2317.211758
105949,0.925262029,1922.179517
55257,0.992278669,1724.205361
6583,0.990871957,1849.574471
24751,0.993961813,1724.863443
19545,0.964621604,1938.546276
38187,0.945159588,1701.459585
38983,0.988309576,2432.527472
100340,0.971506722,2233.716194
71337,0.983318528,2277.88747
73505,0.947073933,2128.076872
240,0.991993461,2281.366764
83153,0.972837528,1842.684722
371,0.99134671,1849.753795
50283,0.955663883,2076.906836
31513,0.991072253,1849.65014
24174,0.934106386,1509.525526
46907,0.849145371,1663.465887
94141,0.958775897,1837.205523
5483,0.987314673,1531.325294
91282,0.979400062,2193.179413
41378,0.937911507,2005.169998
7904,0.990470026,1849.422573
41632,0.988728979,1948.243346
84817,0.94707245,2073.400711
54335,0.991923367,1849.971469
52362,0.991499427,2026.919791
21141,0.975337641,1843.648984
8040,0.964441101,1839.424474
13042,0.988946357,1948.3297
40276,0.989808564,1744.216598
1203,0.887000815,1807.68294
54902,0.960275467,1711.47189
42127,0.917843035,1919.016674
61200,0.970614442,1940.979413
29807,0.992303736,2091.487158
32558,0.961406365,1143.071914
25499,0.994078891,1950.363074
71523,0.98871541,1948.237955
38791,0.995270164,2028.40396
12101,0.875122578,2567.374696
4730,0.989847032,1532.32735
17126,0.959620793,2228.836284
85187,0.65870702,1565.464276
16129,0.974279191,2519.498693
51250,0.915559148,1690.596084
112931,0.985759682,1721.645744
17857,0.968389724,1940.077925
31762,0.990942563,1849.601147
87034,0.738044591,2079.739735
59018,0.988312481,1153.894147
81008,0.99278136,1724.402024
91203,0.973256928,1842.846686
111875,0.97547876,1843.703323
70722,0.826719848,1464.079837
55926,0.98450627,1721.151626
67538,0.928476608,1695.422036
113041,0.975840823,2085.00925
30934,0.918288578,1715.107457
87109,0.713021883,1897.533799
26979,0.990614539,1723.553591
61557,0.982583288,1151.655286
29950,0.989673218,2348.973821
17,0.987725528,1947.844476
68226,0.975080793,2191.427384
79507,0.967922367,2017.504492
23107,0.917868755,1502.56213
27741,0.926560133,1506.308928
34314,0.991146787,2281.028542
79354,0.981564789,2022.981163
97813,0.941191067,1830.217478
730,0.983109364,1846.627577
19260,0.974827514,1942.680941
79119,0.742976414,1739.404699
77689,0.991968535,2091.356427
36363,0.788910082,1656.097024
6264,0.983549877,1846.795559
26935,0.984541116,1530.224323
78464,0.948977093,2128.846069
44785,0.957780684,1836.814105
31835,0.988223786,1722.615274
42606,0.981668017,1846.077311
55554,0.991217506,1723.789877
106579,0.696161149,1398.673674
68977,0.960506346,1711.565282
85323,0.979534338,1150.450748
85288,0.751741501,2086.867308
52701,0.990277083,2241.301998
107848,0.961086287,1711.799771
97392,0.986653382,1721.997665
57996,0.966512446,1840.231901
113716,0.989277818,1848.971574
97317,0.980013062,2086.662106
16466,0.99058609,1154.774242
38691,0.967443669,1523.35509
49638,0.989893825,2241.148556
541,0.703273817,1033.047572
45882,0.985345113,1946.896632
18853,0.927833556,2215.482191
4572,0.994791156,2028.215748
99403,0.991248902,1532.88078
55514,0.992254596,2091.467995
103119,0.842666126,1885.451344
64141,0.975006988,1717.385914
76939,0.978478546,2021.74916
17453,0.945857998,1705.594768
107821,0.924171581,2406.259137
62063,0.993491467,1724.67966
108737,0.994461687,2146.730549
110123,0.988013664,1947.959051
109498,0.990531998,2026.53806
108324,0.93452907,2003.754332
10990,0.748521166,2085.204211
18649,0.9934766,2027.698743
90653,0.954964474,2393.067102
98585,0.884609257,1904.528549
9888,0.958737336,2569.905629
61129,0.949600544,1707.128974
26829,0.756616565,1430.368468
110111,0.94869529,2224.296985
56138,0.497214826,1819.467762
27858,0.986170739,1530.871648
86241,0.934880672,1827.672113
8305,0.991646442,1533.037554
19363,0.993455223,1533.74994
48827,0.979362647,2022.102498
38241,0.986642095,1847.972171
41847,0.963877965,1938.243296
23347,0.818266155,2165.670871
2423,0.699333961,1811.170758
32271,0.991104136,1154.974135
49130,0.968367895,1940.069069
8225,0.974942518,2084.65238
88846,0.993817676,1156.017415
34908,0.705291487,1403.640316
45794,0.92621005,1694.584989
64211,0.992717424,1949.824729
2611,0.968236223,2081.976892
69544,0.926476271,2000.36262
90530,0.946177786,2008.607692
40940,0.954848499,1518.200394
9467,0.875361253,2192.40426
77485,0.970198289,1524.47159
106783,0.990012801,1744.296572
110503,0.965615833,1734.619618
20612,0.961847009,1838.410351
51833,0.98352955,2277.972473
11543,0.987155971,1722.195433
38547,0.994452035,1950.510492
110186,0.98478929,2024.264062
16478,0.99115999,2026.785899
110370,0.992835099,2242.324603
2582,0.970553811,2449.732004
55197,0.99409145,2027.940647
66699,0.993225861,2027.600048
85881,0.986087873,1947.192634
100517,0.907835699,1710.660126
113642,0.988468474,1531.782227
25917,0.952981862,2075.815964
39337,0.98553785,1530.620399
91854,0.94966238,2010.047553
102173,0.8911611,1985.122264
67598,0.752181471,1615.252392
3318,0.987373545,1722.281016
111501,0.990272847,1723.419626
55471,0.962451904,1143.508774
56699,0.954994201,2226.92039
36379,0.987891489,1848.446313
39126,0.965309937,1839.763405
45286,0.993853265,2027.846955
62671,0.99473101,2318.235197
108685,0.939559831,2125.022956
53311,0.980660487,2193.689228
76703,0.698215121,1889.292519
40596,0.990609788,1849.475401
33861,0.983833155,1741.869123
105734,0.991981412,2198.239219
63398,0.977638005,1844.533588
95002,0.382344711,1480.55706
27839,0.986980288,1153.376301
35984,0.991698497,2349.780744
38573,0.924486983,1999.520093
53998,0.992411997,2145.944649
105924,0.962071104,2650.947232
33061,0.840563173,1962.177608
23505,0.994377603,2199.195626
29143,0.987022031,1743.12374
26013,0.864732118,2226.954869
61739,0.991629506,1155.176616
36627,0.98684791,1531.140266
68964,0.983632543,1720.806808
41861,0.989589207,2026.165677
81967,0.989264359,2026.037284
17243,0.723687454,1044.233522
83527,0.987567855,2196.471558
62335,0.910914546,1125.582718
97278,0.994317289,2092.271446
75436,0.990759217,1849.531872
57411,0.960589943,1520.56036
49715,0.877929868,1484.716859
61363,0.898319695,2340.954981
99711,0.985765123,1847.63893
108464,0.97023641,1940.826375
50910,0.967188348,1840.494926
29695,0.992481206,1949.731249
19978,0.988303263,2144.363705
109491,0.937554658,2005.020893
30458,0.942918313,2261.264788
102908,0.992901784,1745.425971
31485,0.980037798,1944.775024
14662,0.920321225,1692.390957
35264,0.955967766,1518.661822
95210,0.952278241,2265.178998
19350,0.985578992,1721.574552
8891,0.994032738,1724.891149
82982,0.989642687,1532.246602
90861,0.959491864,1711.154749
4887,0.927485647,2171.592303
95441,0.980922365,1528.782333
109730,0.991812396,1155.247047
86149,0.863360848,2262.151328
84028,0.670204644,1572.163195
70235,0.991223553,1849.707286
107798,0.99437242,2282.31553
83208,0.982056819,1741.168407
100504,0.982726214,1720.448795
98598,0.982248368,2194.330563
91456,0.955457066,1934.795928
77699,0.972349554,1716.325787
86884,0.990058886,1948.771355
54632,0.9858035,2088.943435
94363,0.98774688,1722.427823
73097,0.5078103,1827.46563
1532,0.964591239,1522.19489
14207,0.987883293,1153.727491
78777,0.993470683,1745.647967
73798,0.982161381,2023.218853
12878,0.966910065,1714.14664
49661,0.978907106,1150.201768
56981,0.974374495,2274.26762
70185,0.939404281,2005.793103
59851,0.994188554,1724.952008
107483,0.916345324,1820.077726
76527,0.978915259,1944.324807
63588,0.989673443,2026.198964
40883,0.988581816,2315.782452
92065,0.971856998,2137.960291
92667,0.843541331,1788.441965
88987,0.961541324,1937.289752
57025,0.980515284,1944.966372
94299,0.992660541,1155.573294
70371,0.992716922,2091.648236
67464,0.985423977,1721.513466
65614,0.909018133,2159.730988
97224,0.992607703,1850.229591
82015,0.978556646,2236.582431
57111,0.975739116,2139.482781
89018,0.946161791,1136.512363
21914,0.794919535,1637.952726
17041,0.98451079,1847.161671
65029,0.980990074,2237.566967
91948,0.9751113,1526.453496
38033,0.969588601,1524.224801
44878,0.956558539,1836.332773
21725,0.96036697,1711.508906
1984,0.979622439,2193.269407
10796,0.994399335,1950.489675
111869,0.96570185,1713.660928
71905,0.973625571,1842.988981
31724,0.933474033,2384.11773
35676,0.97284673,1941.881886
24135,0.974395204,2020.112902
19381,0.979221363,2497.293958
109279,0.975897442,1738.728433
44173,0.852595811,1890.051436
41794,0.994360678,1156.225439
32555,0.982936457,2023.52743
5460,0.877301031,1675.46912
19210,0.966375576,1713.931847
108312,0.890340438,1490.378454
18506,0.801470056,1641.218068
49761,0.989355235,1532.132981
50722,0.763921528,1643.621839
22172,0.983487516,2313.738659
55784,0.93376497,1509.380716
81365,0.995228364,2243.278954
18071,0.990273497,1849.348274
49545,0.937028963,1828.540911
47832,0.882737872,1114.226197
41763,0.87932167,1902.173623
86331,0.867654857,1671.44452
9178,0.965670186,1144.844126
5035,0.992053551,1949.561953
36361,0.718641285,1726.48159
91169,0.989036155,1743.913988
79064,0.519240692,1693.427722
7966,0.978784441,2086.176173
18685,0.946566841,1136.691696
99109,0.960993752,2185.658994
233,0.986690296,2581.352902
86917,0.9764346,2085.244944
100637,0.975565494,1843.736717
89914,0.948315086,1833.06697
62554,0.992511258,2198.450898
76687,0.712303964,1818.166821
55104,0.97381689,2274.040835
25341,0.987021861,1722.142671
58071,0.906800377,1497.722863
7151,0.950576366,2264.470185
21041,0.992695782,2027.391315
41724,0.976759729,1943.458833
91225,0.917186984,1502.266272
81936,0.990383434,1948.900101
19787,0.947765285,1515.264701
29633,0.985775653,1847.642933
13823,0.974591593,1717.220395
19103,0.99081992,2349.430905
27504,0.716835616,1594.433409
8398,0.991936156,2281.343882
36490,0.993606593,1850.605971
54757,0.798381251,1861.089632
16781,0.91148346,1499.779843
8919,0.782022935,1442.928083
54532,0.971544395,1842.18481
21472,0.99047875,2090.774821
107085,0.989108422,1722.962744
1691,0.982961358,2523.033038
58738,0.841788886,1660.197388
18469,0.814202025,2069.703443
13532,0.694090898,2535.131626
34351,0.984054449,1152.233174
6487,0.989234936,1848.95534
55919,0.973738582,1525.90095
41437,0.991320487,2241.719434
15763,0.968233569,1145.898027
13375,0.839842081,1961.840581
73018,0.990354709,1154.684886
27358,0.406533813,1199.444042
47857,0.931478928,2002.473211
28430,0.797526582,1660.217433
39036,0.971617767,1716.03334
49493,0.994877031,2199.394677
82147,0.991545259,2091.191279
8958,0.95197053,2010.998297
46998,0.988623146,1848.723639
53193,0.986852605,2279.308629
89825,0.98102741,1528.82428
104055,0.942958691,2071.709798
45162,0.992023513,1724.105499
105597,0.718817561,1618.908614
76271,0.989790485,2197.36272
6384,0.981314095,1719.890316
55047,0.98777362,2196.554144
106361,0.913198566,1818.770656
44462,0.975255937,2539.750014
77449,0.99179219,2349.818032
108619,0.77481713,1067.883971
23457,0.987057878,1531.223511
76950,0.560991487,1502.613011
63395,0.987786489,2315.464082
96752,0.993645222,2350.554768
95217,0.868039159,2142.190167
71818,0.959983839,2078.657009
72519,0.990407842,2433.35589
22917,0.963089411,1521.582362
87293,0.991989462,1155.315208
18272,0.976689558,1844.169167
2931,0.990357615,2197.589791
74633,0.981545956,2087.267458
35661,0.664890745,1693.563635
90892,0.989758144,2090.493158
33889,0.986845468,1743.054385
95607,0.933903285,1134.533601
113189,0.987912161,2500.69243
107501,0.989158371,1848.926352
89926,0.97279574,2083.798089
1687,0.968088106,1939.955545
67293,0.98927688,2144.739002
11304,0.940920182,2177.291958
1634,0.968682319,2188.817691
58090,0.987849205,1153.714247
16935,0.992134373,1850.05108
49664,0.980389597,1845.588431
17568,0.975681149,1738.64246
100524,0.990538145,1948.961458
109870,0.98981591,1849.175209
99916,0.995262905,2028.401109
80442,0.917913915,1502.581718
78314,0.932060717,1826.52812
82666,0.981605931,1151.270188
74541,0.805835319,1864.541545
12496,0.978755531,1844.96243
2063,0.95420178,1517.933474
40085,0.938047009,2069.680522
16182,0.951945273,1708.087077
86105,0.989759632,1723.218325
29912,0.993104784,1745.505201
4012,0.936858406,1510.690343
93060,0.975738168,1526.705514
67130,0.963269862,2186.596706
8778,0.994918343,1851.099541
95269,0.951819072,1729.034425
13206,0.990130149,1723.363666
97228,0.992514043,1850.194276
48811,0.98692078,1722.102899
73434,0.9886023,1722.763987
46635,0.971007895,1715.789444
22555,0.966769479,1939.420069
33934,0.941913216,2177.710035
13105,0.965912158,2016.690739
57861,0.993871233,1950.281011
105664,0.986113727,1530.849022
35603,0.933548996,1925.682592
104415,0.89905776,1910.892781
44330,0.924137108,1505.26897
72098,0.991559232,1849.834034
83169,0.851513123,1100.817701
49568,0.990178711,1849.312433
103402,0.984304484,2278.284471
10115,0.938670947,1133.139076
66247,0.975771551,2020.66522
37717,0.987848565,1743.448237
63887,0.986048027,2314.767262
93327,0.835568586,1677.393283
18725,0.88548365,2047.22699
29920,0.958167866,1710.618306
41571,0.944081656,1135.586599
72077,0.992647373,2146.034991
64670,0.964945563,1522.339234
92872,0.985753696,1152.898055
22910,0.985589608,2088.859424
32754,0.985220243,1530.494241
77665,0.965314059,1938.828192
63726,0.982937802,2313.517473
3463,0.852546541,2032.42739
52488,0.556147441,1499.155851
34107,0.991893113,1949.498422
70799,0.954135294,1934.252054
61235,0.990235529,2090.679778
19066,0.986939958,1531.176762
18470,0.989468987,1532.177948
82082,0.963758941,1839.158109
99249,0.979324233,2086.389748
41481,0.950269817,2010.297992
79190,0.98972681,1154.442162
10673,0.856865634,1794.45739
34472,0.560160448,1629.264472
102923,0.931216149,1696.428317
28970,0.97128629,2189.881819
75959,0.907052282,1124.054087
23354,0.961723933,1712.057428
92852,0.471311219,1437.646059
3078,0.94145206,1700.136328
40073,0.976689362,2085.346022
56926,0.957579165,1519.324971
47639,0.924459005,1823.423971
71239,0.907869859,1498.193859
35429,0.984224379,1530.09836
7495,0.991789886,2091.286733
46620,0.990534658,1723.522277
5384,0.654880868,1563.207498
110254,0.898195251,1988.206606
87763,0.946392029,1514.692394
60949,0.970338199,1841.717788
13918,0.694951519,1713.463203
48935,0.966134521,2447.954773
2270,0.972343879,2019.288215
107214,0.988152065,1153.831876
4173,0.953216326,1835.012728
90515,0.991074744,1849.651081
63265,0.812289427,2068.789359
93802,0.991445293,1849.791018
63048,0.995278542,2351.202976
1499,0.99276823,1745.373836
33354,0.965567293,2270.670214
83481,0.966643221,2135.904737
82136,0.977530821,1739.377038
79878,0.810078107,1947.66832
78817,0.576964392,1737.068245
70116,0.828647214,1464.966663
54980,0.98065843,1150.895938
5119,0.675919871,1575.448311
49740,0.862690466,1797.054293
73923,0.926171931,1694.570876
13682,0.991786749,2281.284216
61096,0.987528392,2025.35041
106233,0.990598481,2280.809354
113185,0.988227406,2348.39673
71792,0.991012631,2349.507668
3216,0.836098208,1960.086038
33653,0.992950874,2091.739409
39852,0.58862619,1744.827742
86397,0.94593083,2072.932252
74310,0.99092139,1723.673856
7129,0.976524229,1149.252084
52695,0.978910439,2192.981194
3993,0.851552975,1472.298508
111278,0.991714906,1949.427842
31289,0.959183226,1936.325094
29167,0.97399207,1716.98138
14626,0.990810473,1849.55124
33757,0.970356699,1524.53568
32299,0.979740071,2453.398474
110815,0.976598192,2275.170725
34672,0.9929554,1724.470089
100599,0.929748996,1825.587275
24307,0.989791929,2280.486707
35824,0.949513575,2074.400386
35223,0.926714995,2353.240622
109522,0.977541682,1718.394352
53697,0.987901028,1947.914266
96339,0.983139808,1720.612212
90929,0.97463784,1942.604496
94354,0.957038129,1935.445504
377,0.961047575,1142.921648
34327,0.990839083,2090.915581
36935,0.720759234,1901.773021
13879,0.931754536,1133.706889
5177,0.994403233,1534.122709
73525,0.936507401,1698.35522
41672,0.914144778,1819.164233
85947,0.994857517,1950.670622
78379,0.991728445,2091.262761
52171,0.930673218,1825.963752
9782,0.787362977,1634.1184
46775,0.964929682,1839.615113
24894,0.867240815,1799.069312
98745,0.989635198,1744.148699
67718,0.985478317,1721.53488
75786,0.984914851,2239.149736
61700,0.809273488,1866.120475
93766,0.967742621,1714.480978
113194,0.805853107,1643.373312
435,0.979835813,1719.304795
107639,0.970153366,1524.453412
51786,0.817810499,1951.399994
42888,0.948377676,1706.628344
109174,0.994669869,2146.810268
83561,0.973855236,1942.288925
92930,0.989289097,2501.227813
59086,0.973430616,2234.500442
68356,0.994202992,2092.226973
58921,0.981885423,2141.87932
4613,0.943365675,2071.877436
57587,0.70180971,1812.517666
16750,0.981913426,1720.127445
18560,0.989770111,2090.497837
57350,0.853507177,2032.867463
94554,0.932113751,1696.756736
48208,0.909762024,2247.077543
12104,0.99173112,1849.898917
22783,0.975704945,1717.663864
79546,0.96113931,1711.821203
25605,0.991903987,2145.749581
63050,0.97209628,2273.340213
38891,0.960006394,2268.381705
108655,0.98591708,1152.961839
47247,0.979047323,1845.074306
62238,0.991391614,1723.858077
8900,0.979510044,2022.161374
57902,0.985139307,2088.682494
88841,0.99047118,2090.771863
26211,0.990733586,1849.522187
36472,0.959072899,1142.091337
32100,0.980592367,1944.997254
70176,0.988883985,2240.74397
102767,0.988968031,1531.97987
44842,0.914532838,1127.007872
94572,0.994778469,2092.450835
14173,0.988209297,1722.609581
46074,0.983130249,2313.594921
22265,0.711493165,1722.600014
21623,0.965939063,1939.082473
91697,0.986366784,1847.867594
28118,0.765257881,2356.507436
41536,0.98952527,2026.14041
1734,0.91027713,2057.989592
15143,0.981470467,1719.9522
41172,0.957377725,1935.584885
72708,0.993242603,1533.666278
28186,0.985071964,1847.375282
83364,0.956305188,1518.800797
44968,0.966489603,2231.663693
42972,0.98210792,1720.204366
109678,0.975182194,2401.295629
22438,0.970364167,1146.767726
47330,0.987517154,1722.337494
29038,0.982912093,1846.552322
49659,0.935526555,1510.127169
